Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Starting Salary,Current Salary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,9480,15824,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,10880,75836,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,76948,51412,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,12152,49720,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,35704,43368,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,9288,38072,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,37420,38232,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,8384,75320,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,30900,21340,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,9820,42700,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,41740,103200,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,30556,98100,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single,13500,70496,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,54976,61884,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,22372,71880,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,60808,22408,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,57344,17380,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,17292,28432,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46,4,2,Laboratory Technician,3,Married,13628,101392,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,17688,84812,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,13856,98948,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,4892,67604,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,21032,64176,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,13120,54204,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,8420,21644,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,8028,101060,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,19284,40308,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,9256,36592,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,17600,60728,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,12164,65384,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,66220,41240,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,8748,20052,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,72800,31996,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,11112,70900,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,27444,19924,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,38860,29152,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,12288,44048,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,24536,34632,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,19508,81840,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,23060,69940,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,21904,90356,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,63968,63604,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,9188,71868,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,25588,41356,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,8112,54548,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,15628,14488,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,83,3,3,Research Director,1,Married,53392,59368,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,34256,40368,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,61516,89536,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,22716,78508,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,8572,102108,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,16976,39724,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,29516,69732,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,Single,38716,40552,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,16788,84492,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,8748,78620,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,24688,82956,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,18324,41656,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,8840,13488,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single,18644,89820,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39,3,3,Sales Executive,3,Divorced,34512,91656,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,19992,9352,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,4516,70144,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,28328,46364,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,8428,81172,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,76808,63880,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,70660,57596,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1,Research Scientist,3,Married,8292,51304,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,24604,88296,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
24,No,Non-Travel,673,Research & Development,11,2,Other,1,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,16044,32928,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,41900,95088,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,20316,103808,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,49,3,1,Research Scientist,3,Single,8576,8488,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,64060,63584,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,18164,30976,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,78960,74500,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,4,Female,72,3,4,Manager,4,Married,71500,47044,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,21524,77176,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,9520,101916,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,12596,87284,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,9504,106148,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,8928,61668,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,35460,67360,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,11432,45892,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,10488,52992,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,9800,43676,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,18456,93152,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,10236,66480,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,26000,107988,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,26940,48588,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
27,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,9364,78860,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,11024,18692,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,11824,60712,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,18216,81040,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,25336,98232,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,10256,28724,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,14788,37112,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,10000,17376,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,8580,8388,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,21760,88392,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,19220,64708,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,10744,20828,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,20524,36768,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,18672,91248,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,19592,30020,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,3,Married,9356,14664,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,44,2,2,Manufacturing Director,2,Single,17280,96608,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,23420,69476,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,4324,64076,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,48740,40224,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,21216,18608,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,13164,71760,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,34888,49420,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,23972,10756,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,75376,87688,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,15576,36516,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,10772,35480,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,20816,31160,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,11744,43304,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married,8508,22244,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,21348,79684,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,19400,93332,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,20912,98496,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,43044,76956,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,47344,91156,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,9224,64188,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,24648,43508,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,25396,88428,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,10824,41976,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,15668,38164,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,27336,77020,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,22420,76764,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,67836,77976,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,54196,96004,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,20484,16748,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,8592,27556,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,35772,56136,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,20588,42788,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,21940,90680,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,29180,45756,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,16652,34284,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,37000,71196,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
